car_id,fuelType,rating,renterTripsTaken,reviewCount,owner.id,vehicle.make,vehicle.model,vehicle.type,vehicle.year
1107,GASOLINE,4.89,96,73,2318184,Nissan,Xterra,suv,2010
1108,GASOLINE,5.0,20,18,13620611,Mercedes-Benz,C-Class,car,2015
1109,GASOLINE,4.63,143,103,2245310,Toyota,Sienna,minivan,2007
1110,GASOLINE,5.0,5,2,2318184,GMC,Terrain,suv,2020
1111,GASOLINE,4.98,52,44,10008266,Toyota,Tacoma,truck,2019
1112,GASOLINE,5.0,31,28,5420642,FIAT,500,car,2013
1113,GASOLINE,4.78,69,51,2245310,Toyota,4Runner,suv,2005
1114,GASOLINE,4.84,260,212,1723655,BMW,X3,suv,2008
1115,GASOLINE,5.0,15,12,10477314,Nissan,Armada,suv,2017
1116,GASOLINE,,0,0,8482745,Honda,Pilot,suv,2008
1117,GASOLINE,4.87,98,79,4057191,Toyota,RAV4,suv,2011
1118,ELECTRIC,5.0,11,10,10558004,Tesla,Model 3,car,2019
1119,GASOLINE,4.84,112,81,4057191,Toyota,Sienna,minivan,2007
1120,GASOLINE,5.0,21,18,11355666,Cadillac,Escalade ESV,suv,2018
1121,ELECTRIC,4.97,65,59,3971140,Tesla,Model 3,car,2018
1122,GASOLINE,4.8,12,10,3856661,Dodge,Grand Caravan,minivan,2017
1123,ELECTRIC,5.0,9,8,1575980,Tesla,Model 3,car,2018
1124,GASOLINE,5.0,13,12,13620611,Ford,F-150,truck,2019
1125,GASOLINE,4.63,9,8,11053010,Toyota,Highlander,suv,2011
1126,ELECTRIC,4.93,93,85,3971140,Tesla,Model X,suv,2018
1127,,4.77,148,117,2245310,Toyota,Tacoma,truck,2004
1128,GASOLINE,4.62,17,13,5570744,Ford,Escape,suv,2012
1129,GASOLINE,4.86,34,29,8482745,Nissan,Sentra,car,2014
1130,GASOLINE,,2,0,3856661,Honda,CR-V,suv,2016
1131,GASOLINE,4.9,69,63,4670126,Nissan,Frontier,truck,2008
1132,GASOLINE,5.0,24,22,10120701,Porsche,Cayenne,suv,2015
1133,GASOLINE,4.72,75,58,4057191,Toyota,Sienna,minivan,2008
1134,GASOLINE,5.0,21,16,8482745,Mazda,CX-5,suv,2016
1135,GASOLINE,4.89,31,27,4913195,Toyota,Venza,car,2011
1136,GASOLINE,5.0,23,20,8482745,Nissan,Pathfinder,suv,2016
1137,ELECTRIC,5.0,8,7,10571559,Tesla,Model 3,car,2018
1138,,5.0,8,7,9554539,Tesla,Model 3,car,2019
1139,GASOLINE,4.92,34,26,6440710,Acura,MDX,suv,2011
1140,ELECTRIC,5.0,3,3,3983880,Tesla,Model 3,car,2020
1141,GASOLINE,4.94,20,17,8482745,Honda,CR-V,suv,2010
1142,GASOLINE,,0,0,3856661,Chevrolet,Express,van,2010
1143,DIESEL,4.98,64,54,558427,BMW,X3,suv,2015
1144,GASOLINE,4.94,55,51,716455,BMW,7 Series,car,2014
1145,GASOLINE,5.0,3,1,15106788,BMW,X6,suv,2019
1146,GASOLINE,4.95,86,75,1313558,Chevrolet,Corvette,car,2017
1147,GASOLINE,5.0,16,13,8482745,Mitsubishi,Outlander Sport,suv,2014
1148,GASOLINE,5.0,1,1,3856661,Dodge,Grand Caravan,minivan,2019
1149,GASOLINE,4.89,42,37,509664,Bentley,Continental GT,car,2006
1150,GASOLINE,5.0,7,7,14606467,Ford,Explorer,suv,2015
1151,GASOLINE,4.59,51,39,3856661,Chevrolet,Express,van,2010
1152,GASOLINE,4.91,25,23,4913195,Toyota,Tacoma,truck,2020
1153,GASOLINE,4.82,149,109,4057191,Toyota,RAV4,suv,2010
1154,GASOLINE,4.97,43,36,4993959,Toyota,4Runner,suv,2016
1155,GASOLINE,5.0,12,7,3856661,Dodge,Grand Caravan,minivan,2011
1156,GASOLINE,4.94,18,17,8482745,Honda,Accord,car,2011
1157,GASOLINE,4.97,92,75,8744139,Chevrolet,Camaro,car,2011
1158,GASOLINE,4.75,11,8,11053010,Toyota,Camry,car,2015
1159,GASOLINE,4.93,157,139,1536463,Toyota,4Runner,suv,2011
1160,GASOLINE,4.77,91,82,558427,Audi,A6,car,2009
1161,GASOLINE,,0,0,10477314,Audi,A5,car,2015
1162,GASOLINE,4.94,39,32,8036862,Chevrolet,Corvette Stingray,car,2014
1163,GASOLINE,5.0,6,3,5570744,Dodge,Grand Caravan,minivan,2018
1164,GASOLINE,4.91,52,44,8232362,Toyota,Highlander,suv,2018
1165,GASOLINE,4.97,45,37,8482745,Nissan,Rogue,suv,2016
1166,GASOLINE,4.86,8,7,11355666,GMC,Yukon XL,suv,2018
1167,GASOLINE,4.96,36,25,3010808,Mercedes-Benz,GL-Class,suv,2013
1168,GASOLINE,4.84,44,37,3856661,Ford,Fusion,car,2011
1169,GASOLINE,4.81,32,27,7011026,Nissan,Pathfinder,suv,2017
1170,GASOLINE,5.0,21,17,2165613,BMW,Z4,car,2013
1171,GASOLINE,4.5,6,4,3856661,Mercedes-Benz,E-Class,car,2011
1172,GASOLINE,4.9,46,41,4832217,Porsche,Macan,suv,2017
1173,ELECTRIC,5.0,13,11,2379219,Tesla,Model 3,car,2019
1174,GASOLINE,4.67,17,15,10301195,Acura,MDX,suv,2012
1175,GASOLINE,5.0,1,1,11053010,Toyota,Yaris,car,2008
1176,GASOLINE,5.0,23,19,11053010,Toyota,Yaris,car,2015
1177,GASOLINE,5.0,21,15,8904470,Chevrolet,Suburban,suv,2018
1178,GASOLINE,4.81,21,16,5570744,Honda,CR-V,suv,2007
1179,GASOLINE,4.67,14,12,11822421,GMC,Yukon XL,suv,2015
1180,ELECTRIC,4.98,67,64,1419065,Tesla,Model 3,car,2018
1181,GASOLINE,4.75,4,4,5570744,Chevrolet,Express,van,2011
1182,GASOLINE,5.0,15,14,8904470,Chevrolet,Suburban,suv,2018
1183,GASOLINE,2.0,1,1,3856661,BMW,4 Series,car,2015
1184,GASOLINE,5.0,3,2,9554539,Audi,Q7,suv,2012
1185,ELECTRIC,5.0,23,21,5707398,Tesla,Model X,suv,2017
1186,GASOLINE,4.88,155,135,558427,Kia,Optima,car,2017
1187,ELECTRIC,5.0,7,7,3971140,Tesla,Model S,car,2017
1188,GASOLINE,4.44,11,9,5765543,Nissan,Xterra,suv,2010
1189,GASOLINE,4.75,6,4,3856661,Honda,Odyssey,minivan,2016
1190,GASOLINE,5.0,9,8,3856661,Ford,Expedition,suv,2014
1191,GASOLINE,4.99,104,90,2567051,Nissan,Pathfinder,suv,2017
1192,DIESEL,4.92,15,12,8932336,GMC,Terrain,suv,2018
1193,GASOLINE,4.92,71,61,1536463,Toyota,Highlander,suv,2015
1194,GASOLINE,5.0,8,8,15074789,Hyundai,Sonata,car,2019
1195,GASOLINE,4.97,41,37,2043161,Ford,Explorer,suv,2014
1196,GASOLINE,5.0,33,29,5123683,Toyota,Tacoma,truck,2018
1197,GASOLINE,4.08,17,13,558427,Audi,A6,car,2010
1198,HYBRID,4.5,5,2,6851915,Toyota,Prius,car,2012
1199,GASOLINE,5.0,20,15,3856661,Ford,Fusion,car,2011
1200,GASOLINE,5.0,52,46,8904470,Chevrolet,Suburban,suv,2014
1201,GASOLINE,5.0,51,45,2077169,Toyota,4Runner,suv,2018
1202,GASOLINE,5.0,5,5,879241,Cadillac,Escalade ESV,suv,2016
1203,GASOLINE,4.98,114,103,4973532,Honda,CR-V,suv,2016
1204,GASOLINE,5.0,13,7,11368853,Jeep,Grand Cherokee,suv,2018
1205,GASOLINE,5.0,9,8,5570744,Toyota,Sequoia,suv,2014
1206,GASOLINE,5.0,3,1,3856661,Dodge,Grand Caravan,minivan,2019
1207,GASOLINE,5.0,7,6,3856661,Dodge,Grand Caravan,minivan,2015
1208,GASOLINE,4.71,24,21,5570744,Ford,Fusion,car,2011
1209,GASOLINE,,0,0,15799693,Ford,Escape,suv,2017
1210,ELECTRIC,4.85,50,40,2809821,Tesla,Model X,suv,2017
1211,GASOLINE,5.0,6,6,7694306,Porsche,911,car,2008
1212,ELECTRIC,4.95,113,80,2809821,Tesla,Model X,suv,2017
1213,GASOLINE,4.5,3,2,9326785,Kia,Sedona,minivan,2019
1214,DIESEL,3.5,3,2,8819114,Volkswagen,Touareg,suv,2012
1215,GASOLINE,4.87,25,23,1636818,BMW,3 Series,car,2013
1216,HYBRID,4.77,93,71,1098427,Honda,Insight,car,2011
1217,GASOLINE,5.0,66,60,2567051,Nissan,Rogue,suv,2018
1218,GASOLINE,4.69,119,89,3010808,Audi,Q7,suv,2012
1219,GASOLINE,5.0,12,10,9424882,Ford,Mustang,car,2016
1220,GASOLINE,,0,0,15738366,Dodge,Charger,car,2018
1221,GASOLINE,4.91,296,246,1582843,Chevrolet,Cruze,car,2017
1222,GASOLINE,5.0,1,1,1025778,Kia,Forte,car,2018
1223,GASOLINE,5.0,4,3,1025778,Nissan,Sentra,car,2019
1224,GASOLINE,5.0,3,3,1025778,Nissan,Sentra,car,2019
1225,GASOLINE,5.0,4,3,1025778,Nissan,Sentra,car,2019
1226,GASOLINE,5.0,7,6,1025778,Nissan,Sentra,car,2019
1227,GASOLINE,5.0,8,7,1025778,Nissan,Sentra,car,2019
1228,GASOLINE,5.0,4,3,1025778,Nissan,Sentra,car,2019
1229,GASOLINE,4.89,12,9,1025778,Nissan,Sentra,car,2019
1230,GASOLINE,5.0,11,9,1025778,Nissan,Sentra,car,2019
1231,GASOLINE,4.43,9,7,1025778,Kia,Forte,car,2018
1232,GASOLINE,4.8,48,45,3809029,Toyota,Camry,car,2007
1233,GASOLINE,4.83,238,172,1582843,Mitsubishi,Mirage G4,car,2017
1234,ELECTRIC,5.0,1,1,6026457,Tesla,Model 3,car,2018
1235,GASOLINE,4.5,4,2,1025778,Nissan,Sentra,car,2019
1236,GASOLINE,5.0,16,14,143313,Chevrolet,Suburban,suv,2018
1237,DIESEL,5.0,11,9,15309892,Ram,3500,truck,2015
1238,GASOLINE,5.0,100,95,4874448,Chevrolet,Corvette,car,2015
1239,GASOLINE,5.0,26,22,7693589,Porsche,Boxster,car,2016
1240,GASOLINE,5.0,47,39,9009316,Polaris,Slingshot,car,2017
1241,GASOLINE,5.0,18,18,9946063,INFINITI,QX80,suv,2017
1242,ELECTRIC,5.0,7,6,11039077,Tesla,Model 3,car,2018
1243,GASOLINE,5.0,16,13,8804371,GMC,Yukon XL,suv,2012
1244,,5.0,1,1,13543201,Lexus,IS,car,2019
1245,GASOLINE,4.98,54,51,2682307,Chevrolet,Corvette,car,1961
1246,GASOLINE,,0,0,7599614,Honda,Accord Sedan,car,2019
1247,GASOLINE,5.0,2,2,15281768,Infiniti,Q60,car,2019
1248,GASOLINE,5.0,1,1,15040718,Chevrolet,Silverado 1500,truck,2017
1249,GASOLINE,4.94,20,16,10579519,Chrysler,Town and Country,minivan,2014
1250,GASOLINE,4.76,22,21,1254248,Infiniti,QX,suv,2013
1251,GASOLINE,5.0,3,3,10999370,BMW,7 Series,car,2014
1252,GASOLINE,4.84,46,37,3156071,Chevrolet,Malibu,car,2015
1253,GASOLINE,5.0,23,22,644724,Toyota,Camry,car,2014
1254,GASOLINE,,0,0,15011904,Honda,Pilot,suv,2014
1255,ELECTRIC,5.0,11,10,4368938,Kia,Niro,suv,2019
1256,GASOLINE,4.92,13,13,8299164,Ford,Mustang,car,2014
1257,GASOLINE,5.0,1,1,14242360,Dodge,Grand Caravan,minivan,2014
1258,GASOLINE,5.0,2,1,15646399,GMC,Acadia,suv,2008
1259,GASOLINE,5.0,22,18,4382510,Dodge,Durango,suv,2011
1260,GASOLINE,4.96,59,48,5005544,Hyundai,Santa Fe Sport,suv,2015
1261,ELECTRIC,5.0,1,1,14385542,Tesla,Model X,suv,2016
1262,GASOLINE,,0,0,10802994,Mercedes-Benz,C-Class,car,2013
1263,GASOLINE,,0,0,14614209,BMW,3 Series,car,2016
1264,GASOLINE,,0,0,8974418,Mitsubishi,Mirage,car,2014
1265,GASOLINE,5.0,10,9,8974418,Nissan,Altima,car,2017
1266,GASOLINE,4.6,12,10,15158739,Honda,Odyssey,minivan,2018
1267,GASOLINE,4.86,8,7,2638428,Ford,Fusion,car,2012
1268,GASOLINE,5.0,18,13,3903614,Ford,Expedition,suv,2018
1269,GASOLINE,5.0,31,30,5513323,Chevrolet,Camaro,car,2017
1270,ELECTRIC,4.54,29,28,3121304,Tesla,Model 3,car,2018
1271,GASOLINE,4.73,16,15,15158739,Ford,Fusion,car,2010
1272,GASOLINE,4.87,104,90,2900697,Nissan,Sentra,car,2019
1273,GASOLINE,4.71,11,7,15158739,Dodge,Caliber,car,2009
1274,GASOLINE,4.88,10,8,15158739,Dodge,Caliber,car,2008
1275,GASOLINE,4.71,19,14,15158739,Toyota,RAV4,suv,2018
1276,GASOLINE,4.65,20,20,15158739,Dodge,Avenger,car,2009
1277,,4.9,14,10,15158739,Jeep,Wrangler Unlimited,suv,2020
1278,GASOLINE,5.0,9,8,15158739,Nissan,Rogue,suv,2019
1279,GASOLINE,4.63,9,8,15158739,Ford,Focus,car,2009
1280,GASOLINE,4.82,14,11,15158739,Chevrolet,Aveo,car,2009
1281,GASOLINE,5.0,10,8,3571954,Ford,Expedition MAX,suv,2020
1282,GASOLINE,4.93,17,15,3121304,Ford,Fusion,car,2016
1283,ELECTRIC,5.0,59,53,3109747,Tesla,Model S,car,2017
1284,GASOLINE,5.0,8,7,10551755,Toyota,4Runner,suv,2019
1285,GASOLINE,4.88,224,195,1370302,Dodge,Challenger,car,2017
1286,GASOLINE,4.94,40,35,8854619,Infiniti,Q50,car,2015
1287,GASOLINE,4.98,75,60,6761489,Dodge,Ram 1500,truck,2019
1288,ELECTRIC,4.83,26,23,1932769,Tesla,Model 3,car,2018
1289,GASOLINE,5.0,18,17,8854619,Chevrolet,Traverse,suv,2020
1290,ELECTRIC,5.0,4,4,2585795,Tesla,Model 3,car,2020
1291,,5.0,5,4,15158739,Nissan,Sentra,car,2020
1292,GASOLINE,4.87,73,60,1370302,Jeep,Wrangler Unlimited,suv,2019
1293,GASOLINE,4.93,70,61,3571954,BMW,5 Series,car,2015
1294,ELECTRIC,5.0,14,14,1932769,Tesla,Model X,suv,2017
1295,HYBRID,5.0,1,1,2857673,BMW,i8,car,2015
1296,GASOLINE,4.64,14,11,1550782,Nissan,Rogue,suv,2019
1297,GASOLINE,4.96,108,80,6761489,Toyota,Camry,car,2012
1298,,4.95,21,20,8854619,Chevrolet,Equinox,suv,2019
1299,GASOLINE,4.94,107,81,6761489,Chrysler,200,car,2016
1300,GASOLINE,5.0,7,6,6761489,Honda,CR-V,suv,2018
1301,GASOLINE,,0,0,3073866,Chevrolet,Traverse,suv,2016
1302,GASOLINE,4.94,17,17,568253,Jeep,Grand Cherokee,suv,2015
1303,HYBRID,,0,0,3546098,Ford,Fusion Hybrid,car,2019
1304,GASOLINE,,0,0,15203061,Dodge,Charger,car,2019
1305,GASOLINE,4.88,42,34,1370302,Chrysler,Voyager,minivan,2020
1306,GASOLINE,5.0,2,1,2585795,Honda,Ridgeline,truck,2020
1307,GASOLINE,5.0,1,1,2585795,Toyota,Tacoma,truck,2020
1308,GASOLINE,4.86,42,36,1370302,Kia,Optima,car,2018
1309,GASOLINE,5.0,4,3,15426565,Mazda,CX-5,suv,2020
1310,GASOLINE,3.67,5,3,849660,Mercedes-Benz,E-Class,car,2014
1311,GASOLINE,4.88,47,41,2585795,Honda,Accord,car,2016
1312,GASOLINE,4.97,49,38,1370302,Jeep,Compass,suv,2019
1313,GASOLINE,4.83,31,24,6230557,GMC,Terrain,suv,2016
1314,,4.9,73,68,1370302,Kia,Optima,car,2019
1315,GASOLINE,4.94,18,16,1633776,Ford,Escape,suv,2011
1316,GASOLINE,5.0,24,20,1633776,Hyundai,Accent,car,2013
1317,GASOLINE,4.73,17,15,14903108,Chevrolet,Sonic,car,2015
1318,GASOLINE,4.86,39,37,12629360,Ford,Focus,car,2008
1319,GASOLINE,5.0,14,13,2585795,Toyota,Corolla,car,2018
1320,GASOLINE,4.94,20,18,888780,Land Rover,Range Rover,suv,2006
1321,GASOLINE,4.83,8,6,14903108,Mitsubishi,Mirage,car,2017
1322,GASOLINE,5.0,16,11,12629360,Saturn,ION,car,2007
1323,GASOLINE,5.0,32,32,11630788,Mazda,6,car,2011
1324,GASOLINE,,0,0,6141208,Ford,Taurus,car,2013
1325,GASOLINE,4.94,79,67,986216,Nissan,Versa,car,2015
1326,GASOLINE,5.0,5,5,10452226,Bentley,Flying Spur,car,2018
1327,HYBRID,5.0,25,21,9606481,BMW,i8,car,2016
1328,ELECTRIC,5.0,5,3,15222015,Tesla,Model 3,car,2020
1329,GASOLINE,5.0,10,9,14245488,Mercedes-Benz,GLE-Class,suv,2017
1330,ELECTRIC,5.0,2,2,2421007,Tesla,Model 3,car,2020
1331,GASOLINE,5.0,17,15,3955554,Dodge,Challenger,car,2017
1332,GASOLINE,4.92,106,95,2110510,Land Rover,Range Rover Sport,suv,2016
1333,GASOLINE,5.0,3,2,4781402,Toyota,Highlander,suv,2018
1334,GASOLINE,,1,0,2459020,Maserati,Ghibli,car,2017
1335,GASOLINE,5.0,2,2,15147159,Ford,Explorer,suv,2014
1336,GASOLINE,5.0,52,44,10132512,BMW,4-Series,car,2019
1337,GASOLINE,5.0,3,3,4574689,Toyota,Camry,car,2016
1338,GASOLINE,5.0,15,12,10378067,Chevrolet,Camaro,car,2017
1339,GASOLINE,4.96,204,170,519772,Porsche,911,car,2013
1340,ELECTRIC,5.0,28,28,8683519,Tesla,Model S,car,2018
1341,GASOLINE,4.92,57,53,583154,Chevrolet,Suburban,suv,2018
1342,GASOLINE,5.0,3,2,10336220,Maserati,Ghibli,car,2016
1343,ELECTRIC,5.0,8,8,1491450,Tesla,Model 3,car,2019
1344,ELECTRIC,5.0,37,26,11244767,Tesla,Model X,suv,2020
1345,ELECTRIC,4.98,81,65,1367019,Tesla,Model X,suv,2017
1346,GASOLINE,5.0,4,4,15147159,Toyota,Avalon,car,2013
1347,GASOLINE,4.77,74,62,6721879,Porsche,Panamera,car,2013
1348,ELECTRIC,4.96,84,75,7402845,Tesla,Model 3,car,2018
1349,GASOLINE,4.98,46,46,942342,Porsche,911,car,2013
1350,GASOLINE,5.0,14,14,818641,Dodge,Charger,car,2018
1351,GASOLINE,4.92,16,13,11347518,Jaguar,F-PACE,suv,2017
1352,GASOLINE,4.98,53,44,2459020,Chevrolet,Corvette,car,2016
1353,ELECTRIC,5.0,25,22,4228659,Tesla,Model 3,car,2019
1354,GASOLINE,5.0,86,70,519772,Mercedes-Benz,G-Class,suv,2017
1355,HYBRID,4.93,57,42,5125492,BMW,i8,car,2015
1356,ELECTRIC,5.0,1,1,1651923,Tesla,Model 3,car,2020
1357,ELECTRIC,4.86,107,96,875927,Tesla,Model 3,car,2019
1358,GASOLINE,4.92,107,87,875927,Alfa Romeo,4C,car,2017
1359,GASOLINE,4.94,18,17,2123567,Porsche,911,car,2014
1360,GASOLINE,4.8,10,10,2123567,Mercedes-Benz,S-Class,car,2016
1361,GASOLINE,4.96,130,111,519772,Jaguar,F-TYPE,car,2014
1362,ELECTRIC,4.88,113,92,875927,Tesla,Model 3,car,2018
1363,ELECTRIC,5.0,9,8,3905611,Tesla,Model 3,car,2020
1364,GASOLINE,4.96,79,75,2110510,Porsche,Cayenne,suv,2018
1365,GASOLINE,,0,0,9980607,BMW,3 Series,car,2015
1366,GASOLINE,5.0,2,1,5702987,Acura,MDX,suv,2016
1367,ELECTRIC,4.89,151,128,875927,Tesla,Model 3,car,2018
1368,GASOLINE,4.95,21,19,1491450,Volvo,XC60,suv,2019
1369,GASOLINE,4.92,93,79,6434371,Chevrolet,Impala,car,2017
1370,GASOLINE,4.96,76,70,2110510,Audi,A7,car,2018
1371,GASOLINE,5.0,23,19,3746853,Porsche,Macan,suv,2016
1372,GASOLINE,5.0,9,9,14986753,Honda,Pilot,suv,2009
1373,GASOLINE,5.0,11,11,14245488,Alfa-romeo,Stelvio,suv,2019
1374,GASOLINE,4.93,15,15,9370336,Ford,Mustang,car,2019
1375,ELECTRIC,,0,0,15739702,Tesla,Model Y,suv,2020
1376,ELECTRIC,5.0,51,43,1319433,Tesla,Model 3,car,2019
1377,GASOLINE,4.91,63,53,3533385,Mercedes-Benz,E-Class,car,2018
1378,GASOLINE,5.0,3,3,4781402,Mercedes-benz,CLA-Class,car,2019
1379,GASOLINE,5.0,36,28,9606481,Honda,Odyssey,minivan,2019
1380,GASOLINE,5.0,20,20,9806507,Mercedes-benz,GLS-Class,suv,2020
1381,GASOLINE,5.0,1,1,844760,Mercedes-Benz,G-Class,suv,2015
1382,ELECTRIC,5.0,10,6,875927,Tesla,Model S,car,2015
1383,ELECTRIC,4.98,91,82,3885147,Tesla,Model S,car,2015
1384,ELECTRIC,5.0,8,4,1319433,Tesla,Model X,suv,2020
1385,GASOLINE,4.9,25,20,10729807,Mercedes-Benz,S-Class,car,2014
1386,GASOLINE,5.0,8,8,9767693,BMW,7-Series,car,2019
1387,GASOLINE,4.88,47,42,519772,Porsche,Cayenne,suv,2019
1388,DIESEL,5.0,39,35,9806507,Land Rover,Discovery,suv,2018
1389,GASOLINE,4.89,72,55,2110510,Jaguar,F-PACE,suv,2018
1390,GASOLINE,4.0,4,3,8040602,Porsche,911,car,2009
1391,GASOLINE,4.96,57,52,4998472,Mercedes-Benz,E-Class,car,2010
1392,GASOLINE,5.0,17,15,2216742,Chevrolet,Corvette,car,2015
1393,ELECTRIC,5.0,58,46,11244767,Tesla,Model 3,car,2018
1394,GASOLINE,5.0,4,3,2561238,McLaren,570S,car,2016
1395,GASOLINE,4.96,215,193,67096,Honda,Odyssey,minivan,2013
1396,GASOLINE,4.94,111,103,2110510,BMW,M3,car,2018
1397,ELECTRIC,4.96,173,154,1260284,Tesla,Model 3,car,2018
1398,GASOLINE,,2,0,1319433,Mercedes-Benz,G-Class,suv,2017
1399,GASOLINE,,1,0,5125492,Bentley,Continental GT Speed,car,2013
1400,GASOLINE,5.0,1,1,14303026,Land Rover,Range Rover,suv,2018
1401,GASOLINE,5.0,64,54,1319433,Porsche,911,car,2012
1402,GASOLINE,5.0,1,1,1349160,Porsche,911,car,2013
1403,GASOLINE,5.0,12,12,10428232,BMW,3 Series,car,2015
1404,GASOLINE,4.99,92,83,4811613,BMW,5 Series,car,2016
1405,GASOLINE,5.0,3,3,15381172,Mercedes-benz,GLC-Class,suv,2020
1406,GASOLINE,5.0,8,6,2123567,Mercedes-Benz,G-Class,suv,2014
1407,GASOLINE,5.0,39,34,8405506,Dodge,Ram 1500,truck,2019
1408,GASOLINE,5.0,88,74,67096,Toyota,Sienna,minivan,2017
1409,GASOLINE,4.87,77,71,2611541,Ford,Mustang,car,2018
1410,GASOLINE,5.0,10,8,9450147,Honda,CR-V,suv,2015
1411,GASOLINE,5.0,8,6,1319433,Audi,R8,car,2017
1412,GASOLINE,4.94,20,18,9450147,Toyota,RAV4,suv,2017
1413,GASOLINE,4.97,100,88,5895238,Ford,F-150,truck,2015
1414,GASOLINE,4.94,147,121,519772,Land Rover,Range Rover Velar,suv,2018
1415,GASOLINE,4.87,63,53,4998472,Audi,Q7,suv,2010
1416,GASOLINE,,0,0,5125492,BMW,7 Series,car,2014
1417,GASOLINE,5.0,2,2,2781988,Acura,MDX,suv,2020
1418,GASOLINE,4.99,158,136,9450147,Toyota,RAV4,suv,2014
1419,GASOLINE,5.0,7,6,547739,Mercedes-Benz,E-Class,car,2017
1420,GASOLINE,4.99,87,78,2110510,Alfa Romeo,Stelvio,suv,2018
1421,GASOLINE,5.0,12,10,14838536,Scion,FR-S,car,2013
1422,GASOLINE,5.0,1,1,15591175,Honda,Pilot,suv,2017
1423,GASOLINE,5.0,5,4,5227587,Land Rover,Range Rover Evoque,suv,2017
1424,GASOLINE,4.99,160,140,67096,Toyota,Camry,car,2016
1425,GASOLINE,5.0,46,42,10452226,Ford,Mustang,car,2019
1426,GASOLINE,4.94,85,68,2110510,Ford,F-150,truck,2018
1427,GASOLINE,4.94,44,35,9606481,Jeep,Wrangler,suv,2016
1428,ELECTRIC,5.0,53,49,1260284,Tesla,Model X,suv,2017
1429,GASOLINE,5.0,7,7,15013442,Porsche,Macan,suv,2018
1430,GASOLINE,5.0,6,5,10452226,Mercedes-Benz,C-Class,car,2017
1431,GASOLINE,4.89,35,35,462368,BMW,M4,car,2016
1432,GASOLINE,5.0,11,11,1556482,Toyota,RAV4,suv,2016
1433,GASOLINE,5.0,12,11,9450147,Toyota,Camry,car,2017
1434,GASOLINE,5.0,116,107,6821835,Nissan,GT-R,car,2013
1435,GASOLINE,4.8,6,5,9292230,Honda,Accord,car,2018
1436,GASOLINE,5.0,100,85,1275890,Honda,Odyssey,minivan,2014
1437,GASOLINE,4.97,41,36,4998472,Lexus,GX 470,suv,2007
1438,ELECTRIC,5.0,11,10,10514891,Tesla,Model S,car,2016
1439,GASOLINE,4.93,112,107,2110510,Alfa Romeo,Giulia,car,2017
1440,GASOLINE,5.0,11,11,6566502,Jeep,Grand Cherokee SRT,suv,2017
1441,GASOLINE,5.0,28,27,2561238,Jaguar,F-TYPE,car,2018
1442,GASOLINE,5.0,16,14,2123567,Mercedes-Benz,C-Class,car,2017
1443,GASOLINE,4.97,71,63,2110510,BMW,X5,suv,2019
1444,GASOLINE,4.79,25,24,13369196,Mercedes-Benz,CLA-Class,car,2014
1445,ELECTRIC,5.0,44,40,1367019,Tesla,Model 3,car,2018
1446,GASOLINE,,0,0,11291649,Land Rover,Range Rover Evoque,suv,2016
1447,GASOLINE,4.99,98,92,67096,Nissan,Rogue,suv,2017
1448,GASOLINE,4.71,15,14,4881570,Mercedes-benz,E-Class,car,2019
1449,ELECTRIC,4.85,60,55,875927,Tesla,Model 3,car,2019
1450,ELECTRIC,5.0,4,4,9705007,Tesla,Model Y,suv,2020
1451,GASOLINE,5.0,45,41,4021066,Volvo,S90,car,2018
1452,GASOLINE,4.9,297,262,67096,Mazda,3,car,2012
1453,ELECTRIC,4.79,36,28,875927,Tesla,Model 3,car,2019
1454,GASOLINE,,0,0,15381238,Mercedes-Benz,M-Class,suv,2014
1455,ELECTRIC,5.0,43,39,875927,Tesla,Model 3,car,2019
1456,GASOLINE,4.5,7,6,8405506,Cadillac,CTS,car,2015
1457,ELECTRIC,5.0,1,1,2358826,Tesla,Model 3,car,2019
1458,GASOLINE,4.97,37,32,844760,Toyota,Sequoia,suv,2013
1459,GASOLINE,,0,0,9266183,Jeep,Wrangler,suv,2018
1460,GASOLINE,4.83,64,54,875927,Mercedes-Benz,C-Class,car,2018
1461,GASOLINE,5.0,29,25,5125492,Maserati,Levante,suv,2018
1462,GASOLINE,4.76,63,59,706133,BMW,M-Series,car,2019
1463,GASOLINE,4.85,16,13,10471342,Kia,Stinger,car,2019
1464,GASOLINE,4.92,95,79,2110510,Audi,Q3,suv,2018
1465,GASOLINE,4.92,16,13,844760,HUMMER,H2,suv,2008
1466,GASOLINE,5.0,1,1,15729829,Jeep,Cherokee,suv,2017
1467,GASOLINE,5.0,12,9,1319433,BMW,M-Series,car,2020
1468,GASOLINE,5.0,31,28,3644270,Toyota,Sienna,minivan,2015
1469,GASOLINE,5.0,14,13,8497550,Infiniti,Q50,car,2015
1470,GASOLINE,,0,0,844760,Jeep,Wrangler,suv,2015
1471,GASOLINE,4.93,15,14,747774,Dodge,Ram 1500,truck,2019
1472,GASOLINE,5.0,5,5,3533385,BMW,5-Series,car,2019
1473,GASOLINE,4.98,64,56,2421007,Nissan,Rogue,suv,2019
1474,GASOLINE,4.95,54,41,7825483,Maserati,Ghibli,car,2015
1475,GASOLINE,4.97,32,30,9370336,Toyota,Highlander,suv,2017
1476,GASOLINE,5.0,9,9,1527050,Chevrolet,Corvette,car,2020
1477,GASOLINE,5.0,45,42,6821835,Toyota,Supra,car,2020
